Time (Sec);S1;S10;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S27;S4;S6;S8;
0.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
0.10333333333333335;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.20333333333333337;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.30333333333333334;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.4033333333333333;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.5033333333333333;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.6033333333333333;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.7033333333333333;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.8033333333333332;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
0.9033333333333332;19160.0;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;19159.831091200038;
